gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,cik,costat,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,Mkt cap 31 Dec 2024
39210,12/31/24,2024,INDL,C,D,STD,MTAL,MAC COPPER LIMITED,USD,1950246,A,151040,15,15104025,212230,1000,,,0.78665526
16705,12/31/24,2024,INDL,C,D,STD,CPF,CENTRAL PACIFIC FINANCIAL CP,USD,701347,A,401010,40,40101015,522110,6020,817,800,0.78623825
111721,12/31/24,2024,INDL,C,D,STD,EGBN,EAGLE BANCORP INC/MD,USD,1050441,A,401010,40,40101015,522110,6020,817,800,0.78615806
209341,12/31/24,2024,INDL,C,D,STD,UMC,UNITED MICROELECTRONICS CORP,USD,1033767,A,453010,45,45301020,334413,3674,235,940,0.78604284
24755,6/30/24,2024,INDL,C,D,STD,JBSS,SANFILIPPO JOHN B&SON,USD,880117,A,302020,30,30202030,311911,2060,250,978,0.78451266
13092,9/30/24,2024,INDL,C,D,STD,JACK,JACK IN THE BOX INC,USD,807882,A,253010,25,25301040,722513,5812,420,978,0.78412284
38461,12/31/24,2024,INDL,C,D,STD,AGL,AGILON HEALTH INC,USD,1831097,A,351020,35,35102015,6219,8090,,,0.7828342
12568,9/30/24,2024,INDL,C,D,STD,DJCO,DAILY JOURNAL CORP,USD,783412,A,451030,45,45103010,513210,7372,415,976,0.782122216
2436,1/31/25,2024,INDL,C,D,STD,CAL,CALERES INC,USD,14707,A,255040,25,25504010,458210,5661,455,976,0.77884764
37150,12/31/24,2024,INDL,C,D,STD,ROOT,ROOT INC,USD,1788882,A,403010,40,40301040,524126,6331,,,0.776713
177640,12/31/24,2024,INDL,C,D,STD,TIPT,TIPTREE INC,USD,1393726,A,403010,40,40301040,524126,6331,,,0.77298816
22460,12/31/24,2024,INDL,C,D,STD,CRON,CRONOS GROUP INC,USD,1656472,A,352020,35,35202010,325412,2834,,,0.7722359
35832,12/31/24,2024,INDL,C,D,STD,EH,EHANG HOLDINGS LIMITED,USD,1759783,A,201010,20,20101010,336411,3721,,,0.772213525
38038,12/31/24,2024,INDL,C,D,STD,SNCY,SUN CONTY AIR HLD INC,USD,1743907,A,203020,20,20302010,481111,4512,,,0.7718652
37354,12/31/24,2024,INDL,C,D,STD,MRVI,MARAVAI LIFESCIENS HLDGS INC,USD,1823239,A,352030,35,35203010,541713,8731,,,0.77166005
43210,12/31/24,2024,INDL,C,D,STD,NBBK,NB BANCORP INC,USD,1979330,A,401010,40,40101015,522110,6020,,,0.77127036
174700,12/31/24,2024,INDL,C,D,STD,GSL,GLOBAL SHIP LEASE INC,USD,1430725,A,203030,20,20303010,532411,4400,,,0.7697258
119414,9/30/24,2024,INDL,C,D,STD,CFFN,CAPITOL FEDERAL FINL INC,USD,1490906,A,401010,40,40101015,522180,6035,840,800,0.76884372
12262,12/31/24,2024,INDL,C,D,STD,ASTE,ASTEC INDUSTRIES INC,USD,792987,A,201060,20,20106010,333120,3531,357,925,0.7661472
312066,12/31/24,2024,INDL,C,D,STD,ARKO,ARKO CORP,USD,1823794,A,255040,25,25504050,457110,5500,,,0.76293089
26071,12/31/24,2024,INDL,C,D,STD,FCBC,FIRST CMNTY BANCSHARES INC,USD,859070,A,401010,40,40101015,522110,6020,817,800,0.76163724
148223,12/31/24,2024,INDL,C,D,STD,GLDD,GREAT LAKES DREDGE & DOCK CP,USD,1372020,A,201030,20,20103010,237990,1600,240,925,0.75950088
27235,12/31/24,2024,INDL,C,D,STD,BFST,BUSINESS FIRST BANCSHS INC,USD,1624322,A,401010,40,40101015,522110,6020,,,0.7592037
16689,6/30/24,2024,INDL,C,D,STD,NBN,NORTHEAST BANK,USD,811831,A,401010,40,40101015,522110,6020,840,800,0.75273638
27240,12/31/24,2024,INDL,C,D,STD,BALY,BALLYS CORP,USD,1747079,A,253010,25,25301010,7132,7990,,,0.75111949
187650,12/31/24,2024,INDL,C,D,STD,PPTA,PERPETUA RESOURCES CORP,USD,1526243,A,151040,15,15104030,212220,1040,,,0.74867122
30558,12/31/24,2024,INDL,C,D,STD,MLR,MILLER INDUSTRIES INC/TN,USD,924822,A,201060,20,20106010,336211,3713,135,925,0.74765304
19574,12/31/24,2024,INDL,C,D,STD,GCI,GANNETT CO INC,USD,1579684,A,502010,50,50201040,513110,2711,,,0.74589966
35396,12/31/24,2024,INDL,C,D,STD,CSTL,CASTLE BIOSCIENCES INC,USD,1447362,A,351020,35,35102015,621511,8071,,,0.7455604
171023,12/31/24,2024,INDL,C,D,STD,TCPC,BLACKROCK TCP CAPITAL,USD,1370755,A,402030,40,40203010,523910,6797,,,0.74549761
135788,12/31/24,2024,INDL,C,D,STD,CEVA,CEVA INC,USD,1173489,A,453010,45,45301020,533110,6794,175,976,0.74543185
16745,12/31/24,2024,INDL,C,D,STD,PRTA,PROTHENA CORPORATION PLC,USD,1559053,A,352010,35,35201010,325414,2836,,,0.74525465
165927,12/31/24,2024,INDL,C,D,STD,TX,TERNIUM S A,USD,1342874,A,151040,15,15104050,331110,3312,,,0.7432848
185396,12/31/24,2024,INDL,C,D,STD,INN,SUMMIT HOTEL PROPERTIES INC,USD,1497645,A,601030,60,60103010,531120,6798,,,0.7426633
24720,12/31/24,2024,INDL,C,D,STD,WNC,WABASH NATIONAL CORP,USD,879526,A,201060,20,20106010,336212,3715,135,925,0.74236281
19391,6/30/24,2024,INDL,C,D,STD,MBUU,MALIBU BOATS INC,USD,1590976,A,252020,25,25202010,336612,3730,,,0.74108685
41901,12/31/24,2024,INDL,C,D,STD,VTS,VITESSE ENERGY INC,USD,1944558,A,101020,10,10102020,211120,1311,,,0.7386
38995,12/31/24,2024,INDL,C,D,STD,INDI,INDIE SEMICONDUCTOR INC,USD,1841925,A,453010,45,45301020,334413,3674,,,0.73769535
175982,12/31/24,2024,INDL,C,D,STD,CSIQ,CANADIAN SOLAR INC,USD,1375877,A,453010,45,45301020,334413,3674,,,0.735866
39726,12/31/24,2024,INDL,C,D,STD,ARIS,ARIS WATER SOLUTIN INC,USD,1865187,A,101010,10,10101020,213112,1389,,,0.73485785
39309,12/31/24,2024,INDL,C,D,STD,STGW,STAGWELL INC,USD,876883,A,502010,50,50201010,541810,7311,,,0.73399242
40560,12/31/24,2024,INDL,C,D,STD,EE,EXCELERATE ENERGY INC,USD,1888447,A,101020,10,10102040,486210,4922,,,0.73395575
36700,12/31/24,2024,INDL,C,D,STD,IMTX,IMMATICS NV,USD,1809196,A,352010,35,35201010,325414,2836,,,0.73308366
1864,1/31/25,2024,INDL,C,D,STD,REX,REX AMERICAN RESOURCES CORP,USD,744187,A,101020,10,10102030,325193,2860,426,976,0.73236823
21352,12/31/24,2024,INDL,C,D,STD,AVNS,AVANOS MEDICAL INC,USD,1606498,A,351010,35,35101020,339113,3842,,,0.73163544
33066,12/31/24,2024,INDL,C,D,STD,BRSP,BRIGHTSPIRE CAPITAL INC,USD,1717547,A,402040,40,40204010,525990,6798,,,0.7314234
135965,12/31/24,2024,INDL,C,D,STD,RBBN,RIBBON COMMUNICATIONS INC,USD,1708055,A,452010,45,45201020,541512,7373,454,940,0.72959744
16890,12/31/24,2024,INDL,C,D,STD,IBCP,INDEPENDENT BANK CORP/MI,USD,39311,A,401010,40,40101015,522110,6020,817,800,0.72773802
37157,12/31/24,2024,INDL,C,D,STD,MNSO,MINISO GROUP HOLDING LTD,USD,1815846,A,255030,25,25503030,455219,5331,,,0.726256
182309,12/31/24,2024,INDL,C,D,STD,ORKA,ORUKA THERAPEUTICS INC,USD,907654,A,352010,35,35201010,325414,2836,,,0.72592282
190355,12/31/24,2024,INDL,C,D,STD,AXGN,AXOGEN INC,USD,805928,A,351010,35,35101010,339113,3842,,,0.72525184
26347,12/31/24,2024,INDL,C,D,STD,EQBK,EQUITY BANCSHARES INC,USD,1227500,A,401010,40,40101015,522110,6020,,,0.72483054
63447,1/31/25,2024,INDL,C,D,STD,GES,GUESS INC,USD,912463,A,255040,25,25504010,3152,2330,452,976,0.72348542
17252,12/31/24,2024,INDL,C,D,STD,UFCS,UNITED FIRE GROUP INC,USD,101199,A,403010,40,40301040,524126,6331,835,800,0.7209799
65689,12/31/24,2024,INDL,C,D,STD,MBWM,MERCANTILE BANK CORP,USD,1042729,A,401010,40,40101015,522110,6020,817,800,0.71815758
26753,12/31/24,2024,INDL,C,D,STD,GSM,FERROGLOBE PLC,USD,1639877,A,151040,15,15104020,331410,3330,,,0.7177516
185453,12/31/24,2024,INDL,C,D,STD,WSR,WHITESTONE REIT,USD,1175535,A,601070,60,60107010,531120,6798,,,0.71765382
160681,12/31/24,2024,INDL,C,D,STD,HY,HYSTER YALE INC,USD,1173514,A,201060,20,20106020,333924,3537,,,0.71561743
23252,6/30/24,2024,INDL,C,D,STD,ETD,ETHAN ALLEN INTERIORS INC,USD,896156,A,252010,25,25201020,33712,2510,315,976,0.7148373
154739,12/31/24,2024,INDL,C,D,STD,GOOD,GLADSTONE COMMERCIAL CORP,USD,1234006,A,601010,60,60101010,531120,6798,,,0.71324456
31368,12/31/24,2024,INDL,C,D,STD,HAFC,HANMI FINANCIAL CORP,USD,1109242,A,401010,40,40101015,522110,6020,817,800,0.71322952
187483,12/31/24,2024,INDL,C,D,STD,FDUS,FIDUS INVESTMENT CORP,USD,1513363,A,402030,40,40203010,523910,6797,,,0.7128933
5750,10/31/24,2024,INDL,C,D,STD,HOV,HOVNANIAN ENTRPRS INC  -CL A,USD,357294,A,252010,25,25201030,236117,1531,305,976,0.712725373
36598,12/31/24,2024,INDL,C,D,STD,LPRO,OPEN LENDING CORP,USD,1806201,A,402030,40,40203040,561450,7323,,,0.7125195
36133,12/31/24,2024,INDL,C,D,STD,CCAP,CRESCENT CAPITAL BDC INC,USD,1633336,A,402030,40,40203010,523910,6797,,,0.71233164
111819,12/31/24,2024,INDL,C,D,STD,ORRF,ORRSTOWN FINANCIAL SVCS INC,USD,826154,A,401010,40,40101015,522110,6020,,,0.70972146
38121,12/31/24,2024,INDL,C,D,STD,OCS,OCULIS HOLDING AG,USD,1953530,A,352020,35,35202010,325414,2836,,,0.709665
39198,12/31/24,2024,INDL,C,D,STD,ERAS,ERASCA INC,USD,1761918,A,352010,35,35201010,325414,2836,,,0.70955441
184256,12/31/24,2024,INDL,C,D,STD,IRWD,IRONWOOD PHARMACEUTICALS INC,USD,1446847,A,352010,35,35201010,325412,2834,,,0.70887088
37675,12/31/24,2024,INDL,C,D,STD,CGEM,CULLINAN THERAPEUTICS INC,USD,1789972,A,352010,35,35201010,325414,2836,,,0.70815738
32528,12/31/24,2024,INDL,C,D,STD,FNKO,FUNKO INC,USD,1704711,A,252020,25,25202010,339930,3942,,,0.70596097
66686,12/31/24,2024,INDL,C,D,STD,OSPN,ONESPAN INC,USD,1044777,A,451030,45,45103020,334290,3669,180,940,0.70435314
18533,12/31/24,2024,INDL,C,D,STD,HBNC,HORIZON BANCORP INC,USD,706129,A,401010,40,40101015,522110,6020,817,800,0.70424865
39477,12/31/24,2024,INDL,C,D,STD,TYRA,TYRA BIOSCIENCES INC,USD,1863127,A,352010,35,35201010,325414,2836,,,0.7033817
31251,12/31/24,2024,INDL,C,D,STD,KREF,KKR REAL ESTATE FIN TR INC,USD,1631596,A,402040,40,40204010,525990,6798,,,0.7026873
38635,12/31/24,2024,INDL,C,D,STD,HNST,HONEST CO INC (THE),USD,1530979,A,303020,30,30302010,325620,2844,,,0.69965973
7762,12/31/24,2024,INDL,C,D,STD,NPK,NATIONAL PRESTO INDS INC,USD,80172,A,201010,20,20101010,33299,3480,325,978,0.698782
32919,12/31/24,2024,INDL,C,D,STD,EOLS,EVOLUS INC,USD,1570562,A,352020,35,35202010,325412,2834,,,0.69829104
34067,12/31/24,2024,INDL,C,D,STD,NIO,NIO INC,USD,1736541,A,251020,25,25102010,336110,3711,,,0.6976
20945,12/31/24,2024,INDL,C,D,STD,IRMD,IRADIMED CORP,USD,1325618,A,351010,35,35101010,339112,3841,,,0.697015
19428,12/31/24,2024,INDL,C,D,STD,GSBC,GREAT SOUTHERN BANCORP,USD,854560,A,401010,40,40101015,522110,6020,817,800,0.6969975
62213,6/30/24,2024,INDL,C,D,STD,CTLP,CANTALOUPE INC,USD,896429,A,402010,40,40201060,518210,7374,,,0.69409686
37651,12/31/24,2024,INDL,C,D,STD,SES,SES AI CORPORATION,USD,1819142,A,201040,20,20104010,335910,3690,,,0.69357957
27386,12/31/24,2024,INDL,C,D,STD,JELD,JELD-WEN HOLDING INC,USD,1674335,A,201020,20,20102010,321911,2430,,,0.6930378
37090,12/31/24,2024,INDL,C,D,STD,CRSR,CORSAIR GAMING INC,USD,1743759,A,452020,45,45202030,33411,3570,,,0.692067
39750,12/31/24,2024,INDL,C,D,STD,PX,P10 INC,USD,1841968,A,402030,40,40203010,523940,6282,,,0.69167111
35759,12/31/24,2024,INDL,C,D,STD,HBT,HBT FINANCIAL INC,USD,775215,A,401010,40,40101015,522110,6020,,,0.6911421
41797,12/31/24,2024,INDL,C,D,STD,TXO,TXO ENERGY PARTNERS LP,USD,1559432,A,101020,10,10102020,2111,1311,,,0.68897492
9664,12/31/24,2024,INDL,C,D,STD,SHEN,SHENANDOAH TELECOMMUN CO,USD,354963,A,501010,50,50101020,517111,4813,463,974,0.68853122
60800,12/31/24,2024,INDL,C,D,STD,SBGI,SINCLAIR INC,USD,1971213,A,502010,50,50201020,516120,4833,150,978,0.68830644
31966,12/31/24,2024,INDL,C,D,STD,TRTX,TPG RE FINANCE TRT INC,USD,1630472,A,402040,40,40204010,525990,6798,,,0.687888
36677,12/31/24,2024,INDL,C,D,STD,RLAY,RELAY THERAPEUTICS INC,USD,1812364,A,352010,35,35201010,325414,2836,,,0.68757444
27644,12/31/24,2024,INDL,C,D,STD,BVS,BIOVENTUS INC,USD,1665988,A,351010,35,35101020,334510,3845,,,0.686364
34183,12/31/24,2024,INDL,C,D,STD,REPX,RILEY EXPL PERMIAN INC,USD,1001614,A,101020,10,10102020,211120,1311,,,0.68573736
117861,12/31/24,2024,INDL,C,D,STD,AXL,AMERICAN AXLE & MFG HOLDINGS,USD,1062231,A,251010,25,25101010,336350,3714,130,976,0.68549723
14624,12/31/24,2024,INDL,C,D,STD,ODP,ODP CORP,USD,800240,A,255040,25,25504040,459410,5940,449,976,0.68488332
327675,12/31/24,2024,INDL,C,D,STD,ECO,OKEANIS ECO TANKER,USD,1964954,A,101020,10,10102040,483111,4412,,,0.68444444
187169,12/31/24,2024,INDL,C,D,STD,PSIX,POWER SOLUTIONS INTL INC,USD,1137091,A,201040,20,20104020,33361,3510,,,0.68425
63863,12/31/24,2024,INDL,C,D,STD,USNA,USANA HEALTH SCIENCES INC,USD,896264,A,303020,30,30302010,325412,2834,285,905,0.6840634
33657,12/31/24,2024,INDL,C,D,STD,TECX,TECTONIC THERAPEUTIC INC,USD,1681087,A,352010,35,35201010,325414,2836,,,0.68114601
26081,12/31/24,2024,INDL,C,D,STD,KURA,KURA ONCOLOGY INC,USD,1422143,A,352010,35,35201010,325414,2836,,,0.67719379
14269,12/31/24,2024,INDL,C,D,STD,HLF,HERBALIFE LTD,USD,1180262,A,303020,30,30302010,325412,2834,280,905,0.67429848
10000,12/31/24,2024,INDL,C,D,STD,SMP,STANDARD MOTOR PRODS,USD,93389,A,251010,25,25101010,336320,3690,130,976,0.67294756
164660,12/31/24,2024,INDL,C,D,STD,CCO,CLEAR CHANNEL OUTDOOR HLDGS,USD,1334978,A,502010,50,50201010,541850,7310,,,0.67003686
12485,12/31/24,2024,INDL,C,D,STD,ATUS,ALTICE USA INC,USD,1702780,A,502010,50,50201030,516120,4841,150,978,0.66748565
28380,12/31/24,2024,INDL,C,D,STD,OFIX,ORTHOFIX MEDICAL INC,USD,884624,A,351010,35,35101010,339112,3841,300,905,0.66721644
39931,12/31/24,2024,INDL,C,D,STD,NVTS,NAVITAS SEMICONDUCTOR CORP,USD,1821769,A,453010,45,45301020,334413,3674,,,0.66686529
39338,12/31/24,2024,INDL,C,D,STD,MVST,MICROVAST HOLDINGS INC,USD,1760689,A,201060,20,20106010,336320,3690,,,0.66680496
43555,12/31/24,2024,INDL,C,D,STD,CRGX,CARGO THERAPEUTICS INC,USD,1966494,A,352010,35,35201010,325414,2836,,,0.66372376
7882,12/31/24,2024,INDL,C,D,STD,NPKI,NPK INTERNATIONAL INC,USD,71829,A,101010,10,10101020,213112,1389,459,978,0.66343199
37035,12/31/24,2024,INDL,C,D,STD,IMNM,IMMUNOME INC,USD,1472012,A,352010,35,35201010,325414,2836,,,0.66286854
12578,12/31/24,2024,INDL,C,D,STD,VHI,VALHI INC,USD,59255,A,151010,15,15101050,325130,2810,167,970,0.66182005
31606,12/31/24,2024,INDL,C,D,STD,ESQ,ESQUIRE FINCL HOLD INC,USD,1531031,A,401010,40,40101015,522110,6020,,,0.6615195
33693,12/31/24,2024,INDL,C,D,STD,RPAY,REPAY HOLDINGS CORP,USD,1720592,A,402010,40,40201060,522320,7389,,,0.65932356
30576,12/31/24,2024,INDL,C,D,STD,ADTN,ADTRAN HOLDINGS INC,USD,926282,A,452010,45,45201020,334210,3661,180,940,0.65792839
38465,12/31/24,2024,INDL,C,D,STD,SKYT,SKYWATER TECH INC,USD,1819974,A,453010,45,45301020,334413,3674,,,0.6576528
163113,12/31/24,2024,INDL,C,D,STD,KOP,KOPPERS HOLDINGS INC,USD,1315257,A,151010,15,15101010,325194,2860,,,0.6567156
13453,12/31/24,2024,INDL,C,D,STD,OPY,OPPENHEIMER HOLDINGS INC,USD,791963,A,402030,40,40203020,523150,6211,822,800,0.65576888
111103,9/30/24,2024,INDL,C,D,STD,HZO,MARINEMAX INC,USD,1057060,A,255040,25,25504040,441222,5500,449,976,0.65412525
32519,12/31/24,2024,INDL,C,D,STD,MCB,METROPOLITAN BANK HLDNG,USD,1476034,A,401010,40,40101015,522110,6020,,,0.6539632
39380,12/31/24,2024,INDL,C,D,STD,HIPO,HIPPO HOLDINGS INC,USD,1828105,A,403010,40,40301010,524210,6411,,,0.6521172
179840,12/31/24,2024,INDL,C,D,STD,LAB,STANDARD BIOTOOLS INC,USD,1162194,A,352030,35,35203010,334516,3826,,,0.65145325
37355,12/31/24,2024,INDL,C,D,STD,AMPS,ALTUS POWER INC,USD,1828723,A,551050,55,55105020,221114,4911,,,0.6512
186876,12/31/24,2024,INDL,C,D,STD,VNET,VNET GROUP INC,USD,1508475,A,451020,45,45102030,518210,7370,,,0.64933734
45412,12/31/24,2024,INDL,C,D,STD,RAPP,RAPPORT THERAPEUTICS INC,USD,2012593,A,352020,35,35202010,325414,2836,,,0.64885824
178823,12/31/24,2024,INDL,C,D,STD,ACIC,AMERICAN COASTAL INSURA CORP,USD,1401521,A,403010,40,40301040,524126,6331,,,0.6488393
43404,12/31/24,2024,INDL,C,D,STD,LAC,LITHIUM AMERICAS CORP,USD,1966983,A,151040,15,15104020,212390,1400,,,0.64858266
175457,11/30/24,2024,INDL,C,D,STD,BYRN,BYRNA TECHNOLOGIES INC,USD,1354866,A,201010,20,20101010,332994,3480,,,0.64848429
33911,12/31/24,2024,INDL,C,D,STD,IMXI,INTERNATIONAL MONEY EXPR INC,USD,1683695,A,402010,40,40201060,522320,6099,,,0.64779217
35781,12/31/24,2024,INDL,C,D,STD,VEL,VELOCITY FINANCIAL INC,USD,1692376,A,402010,40,40201050,522292,6162,,,0.6477294
30055,6/30/24,2024,INDL,C,D,STD,SMBC,SOUTHERN MISSOURI BANCP INC,USD,916907,A,401010,40,40101015,522180,6036,840,800,0.64696149
39869,12/31/24,2024,INDL,C,D,STD,TRDA,ENTRADA THERAPUTIS INC,USD,1689375,A,352010,35,35201010,325414,2836,,,0.64674974
24351,12/31/24,2024,INDL,C,D,STD,LIND,LINDBLAD EXPEDITIONS HLDGS,USD,1512499,A,253010,25,25301020,561520,4700,,,0.64641744
28719,12/31/24,2024,INDL,C,D,STD,CNDT,CONDUENT INC,USD,1677703,A,202020,20,20202030,518210,7374,,,0.6459556
33500,12/31/24,2024,INDL,C,D,STD,DNTH,DIANTHUS THERAPEUTICS INC,USD,1690585,A,352010,35,35201010,325414,2836,,,0.6452146
38634,12/31/24,2024,INDL,C,D,STD,FSBC,FIVE STAR BANCORP,USD,1275168,A,401010,40,40101015,522110,6020,,,0.64148871
36234,6/30/24,2024,INDL,C,D,STD,SLQT,SELECTQUOTE INC,USD,1794783,A,403010,40,40301010,524210,6411,,,0.63799488
61034,12/31/24,2024,INDL,C,D,STD,TK,TEEKAY CORPORATION LTD,USD,911971,A,101020,10,10102040,483111,4412,612,600,0.63642348
36718,12/31/24,2024,INDL,C,D,STD,MEG,MONTROSE ENV GROUP INC,USD,1643615,A,202010,20,20201050,541380,8734,,,0.63628355
19172,6/30/24,2024,INDL,C,D,STD,AMRK,A-MARK PRECIOUS METALS INC,USD,1591588,A,255010,25,25501010,423510,5051,,,0.6352416
33694,12/31/24,2024,INDL,C,D,STD,EVER,EVERQUOTE INC,USD,1640428,A,502030,50,50203010,519130,7370,,,0.63462253
30847,12/31/24,2024,INDL,C,D,STD,SSYS,STRATASYS LTD,USD,1517396,A,201060,20,20106020,334118,3577,188,940,0.63455042
17245,12/31/24,2024,INDL,C,D,STD,TRST,TRUSTCO BANK CORP/NY,USD,357301,A,401010,40,40101015,522180,6035,817,800,0.6332231
271607,6/30/24,2024,INDL,C,D,STD,MESO,MESOBLAST LTD,USD,1345099,A,352010,35,35201010,325414,2836,,,0.6327486
145024,9/30/24,2024,INDL,C,D,STD,GLAD,GLADSTONE CAPITAL CORP,USD,1143513,A,402030,40,40203010,523910,6797,850,800,0.6325056
24430,9/30/24,2024,INDL,C,D,STD,EZPW,EZCORP INC  -CL A,USD,876523,A,402020,40,40202010,522299,5900,449,976,0.63034426
176523,12/31/24,2024,INDL,C,D,STD,NCMI,NATIONAL CINEMEDIA INC,USD,1377630,A,502010,50,50201010,541850,7310,,,0.6302356
39861,12/31/24,2024,INDL,C,D,STD,CMTG,CLAROS MORTGAGE TRUST INC,USD,1666291,A,402040,40,40204010,525990,6798,,,0.62992076
18017,12/31/24,2024,INDL,C,D,STD,EU,ENCORE ENERGY CORP,USD,1500881,A,101020,10,10102050,212290,1090,,,0.6290427
19205,12/31/24,2024,INDL,C,D,STD,CAPR,CAPRICOR THERAPEUTICS INC,USD,1133869,A,352010,35,35201010,325414,2836,,,0.627486
19305,12/31/24,2024,INDL,C,D,STD,PLPC,PREFORMED LINE PRODUCTS CO,USD,80035,A,201040,20,20104010,335932,3640,220,925,0.62591542
65548,12/31/24,2024,INDL,C,D,STD,CAC,CAMDEN NATIONAL CORP,USD,750686,A,401010,40,40101015,522110,6020,817,800,0.62302098
37130,12/31/24,2024,INDL,C,D,STD,THRY,THRYV HOLDINGS INC,USD,1556739,A,502010,50,50201010,513140,2741,,,0.622266
37148,12/31/24,2024,INDL,C,D,STD,MAX,MEDIAALPHA INC,USD,1818383,A,502030,50,50203010,519130,7370,,,0.6219661
36328,12/31/24,2024,INDL,C,D,STD,KROS,KEROS THERAPEUTICS INC,USD,1664710,A,352010,35,35201010,325412,2834,,,0.62145414
20109,12/31/24,2024,INDL,C,D,STD,CCBG,CAPITAL CITY BK GROUP INC,USD,726601,A,401010,40,40101015,522110,6020,817,800,0.6209976
244641,12/31/24,2024,INDL,C,D,STD,ITRN,ITURAN LOCATION & CONTROL,USD,1337117,A,452010,45,45201020,517810,4899,,,0.6196981
100572,12/31/24,2024,INDL,C,D,STD,PSO,PEARSON PLC,USD,938323,A,253020,25,25302010,611,8200,410,976,0.6196528
62475,12/31/24,2024,INDL,C,D,STD,ABUS,ARBUTUS BIOPHARMA CORP,USD,1447028,A,352010,35,35201010,325414,2836,292,905,0.61946226
161055,1/31/25,2024,INDL,C,D,STD,BBW,BUILD-A-BEAR WORKSHOP INC,USD,1113809,A,255040,25,25504040,459120,5945,,,0.6187776
28762,12/31/24,2024,INDL,C,D,STD,SPTN,SPARTANNASH CO,USD,877422,A,301010,30,30101020,424410,5141,217,978,0.6183916
5496,12/31/24,2024,INDL,C,D,STD,NVRI,ENVIRI CORP,USD,45876,A,202010,20,20201050,331110,3390,355,925,0.6170395
38356,6/30/24,2024,INDL,C,D,STD,CRML,CRITICAL METALS CORP,USD,1951089,A,151040,15,15104020,212390,1400,,,0.61593448
50526,12/31/24,2024,INDL,C,D,STD,MBX,MBX BIOSCIENCES INC,USD,1776111,A,352020,35,35202010,325412,2834,,,0.61587531
37895,1/31/25,2024,INDL,C,D,STD,CGNT,COGNYTE SOFTWARE LTD,USD,1824814,A,451030,45,45103010,513210,7372,,,0.61434895
181269,12/31/24,2024,INDL,C,D,STD,GPRE,GREEN PLAINS INC,USD,1309402,A,101020,10,10102030,325193,2860,,,0.61289148
41916,12/31/24,2024,INDL,C,D,STD,MLYS,MINERALYS THERAPEUTICS INC,USD,1933414,A,352010,35,35201010,325414,2836,,,0.61249636
187148,12/31/24,2024,INDL,C,D,STD,ORC,ORCHID ISLAND CAPITAL INC,USD,1518621,A,402040,40,40204010,525990,6798,,,0.6100687
37820,12/31/24,2024,INDL,C,D,STD,ECX,ECARX HOLDINGS INC,USD,1861974,A,251010,25,25101010,336320,3714,,,0.61001366
41507,12/31/24,2024,INDL,C,D,STD,GCT,GIGACLOUD TECHNOLOGY INC,USD,1857816,A,255010,25,25501010,449110,5961,,,0.6092154
27251,12/31/24,2024,INDL,C,D,STD,SEAT,VIVID SEATS INC,USD,1856031,A,502020,50,50202010,561599,7990,,,0.6089376
38343,12/31/24,2024,INDL,C,D,STD,OUST,OUSTER INC,USD,1816581,A,452030,45,45203010,334519,3829,,,0.60820162
23984,12/31/24,2024,INDL,C,D,STD,CION,CION INVESTMENT CORP,USD,1534254,A,402030,40,40203010,523910,6797,,,0.6074604
63456,12/31/24,2024,INDL,C,D,STD,CSV,CARRIAGE SERVICES INC,USD,1016281,A,253020,25,25302020,812210,7200,175,976,0.60663655
35674,12/31/24,2024,INDL,C,D,STD,KRT,KARAT PACKAGING INC,USD,1758021,A,201070,20,20107010,424130,5110,,,0.60592624
39525,12/31/24,2024,INDL,C,D,STD,HUMA,HUMACYTE INC,USD,1818382,A,352010,35,35201010,325414,2836,,,0.60520715
65796,12/31/24,2024,INDL,C,D,STD,MOFG,MIDWESTONE FINANCIAL GROUP,USD,1412665,A,401010,40,40101015,522110,6020,,,0.604968
38621,12/31/24,2024,INDL,C,D,STD,WEST,WESTROCK COFFEE CO,USD,1806347,A,302020,30,30202030,311920,2090,,,0.60468696
20011,12/31/24,2024,INDL,C,D,STD,MTUS,METALLUS INC,USD,1598428,A,151040,15,15104050,331110,3312,,,0.60044022
24287,12/31/24,2024,INDL,C,D,STD,AMBC,AMBAC FINANCIAL GROUP INC,USD,874501,A,403010,40,40301040,524126,6351,850,800,0.60015395
29004,9/30/24,2024,INDL,C,D,STD,VREX,VAREX IMAGING CORP,USD,1681622,A,351010,35,35101010,334517,3844,,,0.599649
185448,12/31/24,2024,INDL,C,D,STD,ARMN,ARIS MINING CORP,USD,1964504,A,151040,15,15104030,212220,1040,,,0.59815
45081,12/31/24,2024,INDL,C,D,STD,SERV,SERVE ROBOTICS INC,USD,1832483,A,253010,25,25301040,492210,4210,,,0.598023
144396,12/31/24,2024,INDL,C,D,STD,CCRN,CROSS COUNTRY HEALTHCARE INC,USD,1141103,A,351020,35,35102015,561320,7363,457,978,0.59777272
33733,12/31/24,2024,INDL,C,D,STD,LEGH,LEGACY HOUSING CORP,USD,1436208,A,252010,25,25201030,321991,2451,,,0.59621944
163930,12/31/24,2024,INDL,C,D,STD,GNK,GENCO SHIPPING & TRADING,USD,1326200,A,203030,20,20303010,483111,4412,,,0.59604652
